--------- beginning of crash
03-11 19:04:24.890  1460  1460 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.891  1460  1460 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:24.898  1462  1462 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-commit-id:8f279a13f0709684183c66949c3aedba30471847
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-change-id:I9678c768ba1e3699d9c1b78051980c2e6eb41dfa
03-11 19:04:25.157  1507  1594 I libged  : mtk-brm-merge-id:none
03-11 19:04:25.191  1507  1594 I libGLES_mali: mtk-brm-commit-id:2dd3679a7a9ae1ac1c71018445b123e29438be5c
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-change-id:I2fd435266d7e8eadf0bdf45a2881b673239705c1
03-11 19:04:25.196  1507  1594 I libGLES_mali: mtk-brm-merge-id:none
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-commit-id:161f105d8fdcda4d5f9ff10858623788849cd706
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-change-id:I3cc60e15bedb425deae97e4ba62ce9795469d0f0
03-11 19:04:25.226  1607  1607 I libneuralnetworks_sl_driver: mtk-brm-merge-id:none
03-11 19:04:25.226  1612  1612 I thermal_core: mtk-brm-commit-id:234641ae27aad1cfcf52a5ba536c107c965a52ab
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-change-id:Ieb2106d5ec215adedae5ff15a92923dc35fdb2bc
03-11 19:04:25.227  1612  1612 I thermal_core: mtk-brm-merge-id:none
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-commit-id:25a38658d8fcdbb20664f319d3ecf9d75fd3654c
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-change-id:I98bca291cad1df955fc3a2dd4a672c689604df9b
03-11 19:04:25.231  1607  1607 I neuralnetworks_shim: mtk-brm-merge-id:none
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-commit-id:e0b1e6a299e09326d1e3c00df0bee88777f15fb0
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-change-id:Ia06225ca2806a5f28be95902c2303b12e9a90c38
03-11 19:04:25.313  1607  1607 I cpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-commit-id:86b746c21fd235c214611f3344cf70649e895fd7
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-change-id:I44c926fb2a62b0816d0a8d12e3957bca373f1721
03-11 19:04:25.317  1603  1603 I libimsma_adapt: mtk-brm-merge-id:none
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-commit-id:83b79bc206164073c4933dac9048e8bbf2468a2f
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-change-id:I3f996dc2e36f9014a83a3c7740956ca173b56f36
03-11 19:04:25.368  1607  1607 I cmdl    : mtk-brm-merge-id:none
03-11 19:04:25.375  1607  1607 I gpu_nn  : mtk-brm-commit-id:0b5fce9d2ecbb9be75db033475f121621364bbd0
03-11 19:04:25.377  1607  1607 I gpu_nn  : mtk-brm-change-id:Icf488c65b434d1938ee3d916fb07216f278b708b
03-11 19:04:25.378  1607  1607 I gpu_nn  : mtk-brm-merge-id:none
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-commit-id:9d634ad4aaec05afd61a48cc390c2f3e7ba213ba
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-change-id:I95f7f5b11ef3b8f02e5bc26abd93bf70033f9e48
03-11 19:04:25.434  1666  1666 I emdlogger: mtk-brm-merge-id:none
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.586  1722  1722 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:25.685  1723  1723 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-commit-id:dd4929e6a71bd0be06b2d18234833692e8dec44f
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-change-id:I4260c971d731b542818aac96725266c809617407
03-11 19:04:27.841  1685  1685 I mcnr_algo: mtk-brm-merge-id:none
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-commit-id:8d52b75ecea4b0c2129c05428261104d5b4c7e6f
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-change-id:Idfe06ff5198c0d6cc7248bb4a94299f37013c3e3
03-11 19:04:27.952  1685  1685 I libpq_sec: mtk-brm-merge-id:none
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-commit-id:74ef16098784dd698d10950c8fd3f47295ee3fc0
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-change-id:I4b22c22d8511bdb8c07debbac82b1564676111e8
03-11 19:04:52.404  3313  3313 I thermal_core: mtk-brm-merge-id:none
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-commit-id:42dd6e7f89438f3318124f9493ca62ece27e05cf
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-change-id:Ifa8f19c763601e53c5a662fc54eb11853ade09e0
03-11 19:18:29.295  1489  1489 I liboemcrypto: mtk-brm-merge-id:none
03-12 15:00:51.829 10925 10925 E AndroidRuntime: FATAL EXCEPTION: main
03-12 15:00:51.829 10925 10925 E AndroidRuntime: Process: app.revenge, PID: 10925
03-12 15:00:51.829 10925 10925 E AndroidRuntime: java.lang.ExceptionInInitializerError
03-12 15:00:51.829 10925 10925 E AndroidRuntime: 	at org.lsposed.lspatch.metaloader.LSPAppComponentFactoryStub.a(Unknown Source:451)
03-13 00:19:35.583  2101  2164 V WindowManager:         {WCT{RemoteToken{8c608fc Task{2282c1a #1339 type=standard A=10250:com.brave.browser}}} m=OPEN f=NONE leash=Surface(name=Task=1339)/@0x999e2ce sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 taskParent=-1 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=60x60 mDragBarSize=189x42}},
03-13 00:19:35.583  2101  2164 V WindowManager:         {WCT{RemoteToken{2ca2dd8 Task{6283be0 #1 type=home}}} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x2ad5fbe sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 taskParent=-1 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=60x60 mDragBarSize=189x42}},
03-13 00:19:35.583  2101  2164 V WindowManager:         {m=TO_BACK f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{1ae1c81 showWhenLocked=false})/@0x6095740 sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=0x0 mDragBarSize=0x0}}
03-13 00:19:35.583  2101  2164 V WindowManager:     ]}
03-13 00:19:35.584  2556  3666 V WindowManagerShell: onTransitionReady(transaction=9023726374290)
03-13 00:19:35.585  2556  2662 V WindowManagerShell: onTransitionReady (#1028) android.os.BinderProxy@ba297e4: {id=1028 t=OPEN f=0x0 trk=0 isSameTaskSwitch=false r=[0@Point(0, 0)] c=[
03-13 00:19:35.585  2556  2662 V WindowManagerShell:         {m=OPEN f=NONE leash=Surface(name=Task=1339)/@0x8a922f1 sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 taskParent=-1 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=60x60 mDragBarSize=189x42}},
03-13 00:19:35.585  2556  2662 V WindowManagerShell:         {m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xf7ed6 sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 taskParent=-1 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=60x60 mDragBarSize=189x42}},
03-13 00:19:35.585  2556  2662 V WindowManagerShell:         {m=TO_BACK f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{1ae1c81 showWhenLocked=false})/@0xec26557 sb=Rect(0, 0 - 1080, 2392) eb=Rect(0, 0 - 1080, 2392) epz=Point(1080, 2392) d=0 ntPopUpView={mIsTryEnterWindowingMode=false mIsEnterWindowingModeLandscape=false mIsChangingWindowformBounds=false mStartPos=Point(0, 0) mEndPos=Point(0, 0) mStartScale=0.0 mEndScale=0.0 mStartCornerRadius=0.0 mEndCornerRadius=0.0 mAppBounds=Rect(0, 0 - 0, 0) mWindowCrop=Rect(0, 0 - 0, 0) mStartDragOrChangingBounds=Rect(0, 0 - 0, 0) mEndDragOrChangingBounds=Rect(0, 0 - 0, 0) mBottomLeftCornerLeash=null mBottomRightCornerLeash=null mDragBarLeash=null mCornerHintSize=0x0 mDragBarSize=0x0}}
03-13 00:19:35.585  2556  2662 V WindowManagerShell:     ]}
03-13 00:19:35.585  2556  2662 V WindowManagerShell: Playing animation for (#1028) android.os.BinderProxy@ba297e4@0
03-13 00:19:35.585  2556  2662 V WindowManagerShell:  try firstHandler com.android.wm.shell.transition.DefaultMixedHandler@b0a2205
03-13 00:19:35.585  2556  2662 V WindowManagerShell: Mixed transition for opening an intent with a remote transition and PIP or Desktop #1028
03-13 00:19:35.585  2556  2662 V WindowManagerShell: tryAnimateOpenIntentWithRemoteAndPipOrDesktop
03-13 00:19:35.585  2556  2662 V WindowManagerShell:  Delegate animation for (#1028) to RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@ce34e50, appThread = android.app.IApplicationThread$Stub$Proxy@84e849, debugName = QuickstepLaunch }
03-13 00:19:35.586  2556  2662 V WindowManagerShell:  animated by firstHandler
03-13 00:19:35.598  2101  2295 E NtRefreshRateController:  user switch refresh mode:1
03-13 00:19:35.598  2101  2295 V SettingsProvider: name : peak_refresh_rate appId : 1000
03-13 00:19:35.780  2101  4591 D CoreBackPreview: Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@b72e02e, mPriority=-1, mIsAnimationCallback=false, mOverrideBehavior=0}
03-13 00:19:35.788  2101  4591 W WindowManager: Changing focus from null to Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main} displayId=0 Callers=com.android.server.wm.RootWindowContainer.updateFocusedWindowLocked:494 com.android.server.wm.WindowManagerService.updateFocusedWindowLocked:6824 com.android.server.wm.WindowManagerService.relayoutWindow:2788 com.android.server.wm.Session.relayout:288 
03-13 00:19:35.788  2101  4591 D ActivityCustomizationUtil: uid = 10250
03-13 00:19:35.790  2101  4591 I WindowManager: Relayout Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: oldVis=4 newVis=0 focusMayChange = true requestedWidth = 1080 requestedHeight = 2392 outFrames = ClientWindowFrames{frame=[0,0][1080,2392] display=[0,0][1080,2392] parentFrame=[0,0][0,0]} outSurfaceControl = Surface(name=com.brave.browser/com.google.android.apps.chrome.Main)/@0x6ad53f4
03-13 00:19:35.792 14782 14782 D NtViewRootImpl: mPopUpViewOffsets: offset=(0.0, 0.0), scale=(1.0, 1.0)
03-13 00:19:35.836  2101  2101 D MBrainLocalService: notifyAppLifeCycle failed
03-13 00:19:35.842  2101  2167 D NtPerfTraceManagerImpl: packageName = com.brave.browser, taskId = 1339
03-13 00:19:36.012  2101  2188 W ActivityManager: Slow operation: 229ms so far, now at startProcess: returned from zygote!
03-13 00:19:36.013  2101  2188 W ActivityManager: Slow operation: 230ms so far, now at startProcess: done updating battery stats
03-13 00:19:36.013  2101  2188 W ActivityManager: Slow operation: 230ms so far, now at startProcess: building log message
03-13 00:19:36.013  2101  2188 I ActivityManager: Start proc 18964:com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19/u0ai0 for  {com.brave.browser/org.chromium.content.app.SandboxedProcessService0:19}
03-13 00:19:36.015  2101  2188 W ActivityManager: Slow operation: 232ms so far, now at startProcess: starting to update pids map
03-13 00:19:36.016  2101  2188 I START_DEBUG: send START_TIMEOUT message    ProcessRecord :ProcessRecord{1cba7cf 18964:com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19/u0a250i-9000}
03-13 00:19:36.016  2101  2188 I ActivityManager: ProcessObserver broadcast disabled
03-13 00:19:36.016  2101  2188 W ActivityManager: Slow operation: 233ms so far, now at startProcess: done updating pids map
03-13 00:19:36.031  2101  2657 V ActivityManager: New death recipient com.android.server.am.ActivityManagerService$AppDeathRecipient@65b3cd5 for thread android.os.BinderProxy@31ffcea
03-13 00:19:36.033  2101  2657 I START_DEBUG: send BINDTIMEOUT    ProcessRecord :ProcessRecord{1cba7cf 18964:com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19/u0a250i-9000}
03-13 00:19:36.033  2101  2657 I START_DEBUG: remove START_TIMEOUT finish    ProcessRecord :ProcessRecord{1cba7cf 18964:com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19/u0a250i-9000}
03-13 00:19:36.033  2101  2657 D OomAdjuster: process : com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19, pid = 18964, isTop = false, uid = 90000, hasActivity = false
03-13 00:19:36.033  2101  2657 D OomAdjuster: process : com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19 is not top!
03-13 00:19:36.043  2101  2759 D NtBoostAdjusterImpl: tryRestoreThreadPriority: pid = 2168, counting = 0
03-13 00:19:36.061  2101  2759 D NtBoostAdjusterImpl: tryRestoreThreadPriority: pid = 7444, counting = 0
03-13 00:19:36.069  2101  4127 I START_DEBUG: remove BIND_TIMEOUT finish    ProcessRecord :ProcessRecord{1cba7cf 18964:com.brave.browser:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:19/u0a250i-9000}
03-13 00:19:36.073  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:36.140  2101  2657 D Dragonite: release 11
03-13 00:19:36.142  2556  2662 V WindowManagerShell: Transition animation finished (aborted=false), notifying core (#1028) android.os.BinderProxy@ba297e4@0
03-13 00:19:36.146  2101  2164 V WindowManager: Finish Transition (#1028): created at 03-13 00:19:35.513 collect-started=0.089ms request-sent=14.716ms started=47.089ms ready=47.063ms sent=69.296ms commit=14.869ms finished=632.143ms
03-13 00:19:36.151  2101  2167 D OomAdjuster: process : com.nothing.launcher, pid = 2866, isTop = false, uid = 10193, hasActivity = true
03-13 00:19:36.151  2101  2167 D OomAdjuster: previous schedule group is top, not need limit!
03-13 00:19:36.151  2101  2195 D OomAdjuster: set group = -1
03-13 00:19:36.151  2101  2195 D OomAdjuster: set cpuset: -1
03-13 00:19:36.151  2101  2167 D OomAdjuster: process : com.google.android.googlequicksearchbox:googleapp, pid = 16760, isTop = false, uid = 10151, hasActivity = false
03-13 00:19:36.152  2101  2167 D OomAdjuster: process : com.google.android.googlequicksearchbox:googleapp is not top!
03-13 00:19:36.152  2101  4128 D OomAdjuster: process : com.android.vending, pid = 16370, isTop = false, uid = 10149, hasActivity = false
03-13 00:19:36.152  2101  4128 D OomAdjuster: process : com.android.vending is not top!
03-13 00:19:36.153  2556  2662 V WindowManagerShell: Track 0 became idle
03-13 00:19:36.153  2556  2662 V WindowManagerShell: All active transition animations finished
03-13 00:19:36.153  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:36.153  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:36.176  2101  2971 D OomAdjuster: process : com.android.systemui, pid = 2556, isTop = false, uid = 10198, hasActivity = false
03-13 00:19:36.176  2101  2971 D OomAdjuster: system app not need limit!
03-13 00:19:36.177  2101  2195 D OomAdjuster: set group = -1
03-13 00:19:36.177  2101  2195 D OomAdjuster: set cpuset: -1
03-13 00:19:36.201  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:36.337  2101  4591 D CoreBackPreview: Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@a98f16, mPriority=0, mIsAnimationCallback=true, mOverrideBehavior=0}
03-13 00:19:36.340  2101  2168 D WindowManager: setParent old=ActivityRecord{26667717 u0 com.brave.browser/com.google.android.apps.chrome.Main t1339},new=null,this window=Window{d8cefe6 u0 Splash Screen com.brave.browser},callers=com.android.server.wm.WindowContainer.removeChild:896 com.android.server.wm.ActivityRecord.removeChild:4597 com.android.server.wm.ActivityRecord.removeChild:403 com.android.server.wm.WindowContainer.removeImmediately:949 com.android.server.wm.WindowState.removeImmediately:2255 com.android.server.wm.WindowState.destroySurface:3297 
03-13 00:19:36.344 14782 14782 D NtViewRootImpl: mPopUpViewOffsets: offset=(0.0, 0.0), scale=(1.0, 1.0)
03-13 00:19:36.348  2101  4591 W PackageConfigPersister: App-specific configuration not found for packageName: com.brave.browser and userId: 0
03-13 00:19:36.415  2101  4591 D CoreBackPreview: Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@f24fb23, mPriority=-1, mIsAnimationCallback=false, mOverrideBehavior=0}
03-13 00:19:36.427  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:37.576  2101  2971 D CoreBackPreview: Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@7e01ff8, mPriority=0, mIsAnimationCallback=true, mOverrideBehavior=0}
03-13 00:19:37.582  2101  4591 W PackageConfigPersister: App-specific configuration not found for packageName: com.brave.browser and userId: 0
03-13 00:19:37.586 14782 14782 D InsetsController: Setting requestedVisibleTypes to -1 (was -9)
03-13 00:19:37.590  2101  2474 D BackgroundInstallControlService: Package event received: 0
03-13 00:19:37.593  2101  4591 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.593  2101  4591 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@71b7cc2
03-13 00:19:37.601  2101  4591 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.601  2101  4127 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@6c36ad3
03-13 00:19:37.605  2101  2311 W InputMethodManagerService: Delegator package does not match. Ignoring startStylusHandwriting
03-13 00:19:37.624  2101  4127 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.624  2101  4127 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@df2f610
03-13 00:19:37.627  2101  4591 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.628  2101  4127 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@7cbd509
03-13 00:19:37.636  2101  4591 I WindowManager: Relayout Window{4fafc67 u0 InputMethod}: oldVis=8 newVis=0 focusMayChange = true requestedWidth = 1080 requestedHeight = 2266 outFrames = ClientWindowFrames{frame=[0,126][1080,2392] display=[0,126][1080,2392] parentFrame=[0,0][0,0]} outSurfaceControl = Surface(name=InputMethod)/@0x5d3b8c5
03-13 00:19:37.636  2556  2662 D WindowManagerShell: onKeepClearAreasChanged: restricted={}, unrestricted={Rect(0, 2279 - 1080, 2392)}
03-13 00:19:37.637  2101  2657 D CoreBackPreview: Window{e07f1c4 u0 com.brave.browser/com.google.android.apps.chrome.Main}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@acfe21a, mPriority=0, mIsAnimationCallback=true, mOverrideBehavior=0}
03-13 00:19:37.643  2556  2662 D WindowManagerShell: onKeepClearAreasChanged: restricted={}, unrestricted={Rect(0, 1565 - 1080, 2392)}
03-13 00:19:37.645  2101  2295 E NtRefreshRateController:  user switch refresh mode:0
03-13 00:19:37.646  2101  2295 V SettingsProvider: name : peak_refresh_rate appId : 1000
03-13 00:19:37.664  2101  2167 I DisplayDeviceRepository: Display device changed render timings: "Built-in Screen", renderFrameRate=90.0, presentationDeadlineNanos=14100000, appVsyncOffsetNanos=5633333, frameRateOverrides=[]
03-13 00:19:37.665  2101  2971 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.666  2101  2657 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@b83614b
03-13 00:19:37.668  2101  4127 W PackageConfigPersister: App-specific configuration not found for packageName: com.brave.browser and userId: 0
03-13 00:19:37.668  2101  2165 D WindowManager: DeferredDisplayUpdater: partially applying DisplayInfo(1080 x 2392) immediately
03-13 00:19:37.674  2101  2979 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.675  2101  2979 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@9977728
03-13 00:19:37.697  2101  4128 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.698  2101  4128 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@cbc1c41
03-13 00:19:37.724  2101  2979 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.726  2101  2979 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@7fa05e6
03-13 00:19:37.741  2101  2979 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.clearcut.service.START1 xflg=0x4 pkg=com.google.android.gms } U=0: not found
03-13 00:19:37.742  2101  2979 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@924c727
03-13 00:19:38.495  2101  4128 D VibratorManagerService: vibrate uid =10458, opPkg = com.google.android.inputmethod.latis, reason = performHapticFeedback(constant=3): ViewRootImpl#performHapticFeedback, attrs = VibrationAttributes{mUsage=IME, mAudioUsage= USAGE_UNKNOWN, mFlags=0}
03-13 00:19:38.495  2101  4128 D RichTapVibratorService: none richtap effect, do nothing!!
03-13 00:19:38.495  2101  4128 D VibratorManagerService: Starting vibrate for vibration 3450
03-13 00:19:38.495  2101  4128 D VibrationSettings: usage = 82
03-13 00:19:38.495  2101  4128 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10458 and package com.google.android.inputmethod.latis returned audio=allow, op=allow
03-13 00:19:38.495  2101  4128 D NtVibratorManagerImpl: nt should ignore, do nothing!
03-13 00:19:38.495  2101  4128 D NtVibratorManagerImpl: time before vibratorStop : 1773341378495
03-13 00:19:38.495  2101  4128 D RichTapVibratorService: aac richtap doVibratorStop
03-13 00:19:38.495  2101  4128 D RichTapVibratorService: richtap service stop!!
03-13 00:19:38.496  2101  4128 D NtVibratorManagerImpl: time after vibratorStop : 1773341378496
03-13 00:19:38.496  2101  4128 D VibratorManagerService: Starting vibration 3450 on thread
03-13 00:19:38.496  2101  4128 D VibratorManagerService: Start AppOp mode VIBRATE for uid 10458 and package com.google.android.inputmethod.latis returned allow
03-13 00:19:38.497  2101  2286 D NtVibratorManagerImpl: getInernalHeEffect: current intensity = 2
03-13 00:19:38.497  2101  2286 D NtVibratorManagerImpl: richTapVibratorOnRawPattern id : 0
03-13 00:19:38.497  2101  2286 D NtVibratorManagerImpl: replace effect with he
03-13 00:19:38.507  2101  4128 D NtVibratorManagerImpl:  result:1
03-13 00:19:38.514  2101  4128 D NtVibratorManagerImpl:  result:1
03-13 00:19:38.630  2101  2286 D VibratorManagerService: VibrationThread released vibration 3450
